USER        PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root          2  0.0  0.0      0     0 ?        S    May03   0:00 [kthreadd]
root      10051  0.0  0.0  85896   940 ?        Ssl  May06   0:05 /usr/libexec/crio/conmon -s -c 236b7b5ed0982ec1324ed48dff93ab975fcc212e638f4d06bf6a947285c44823 -u 236b7b5ed0982ec1324ed48dff93ab975fcc212e638f4d06bf6a947285c44823 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/236b7b5ed0982ec1324ed48dff93ab975fcc212e638f4d06bf6a947285c44823/userdata -p /var/run/containers/storage/overlay-containers/236b7b5ed0982ec1324ed48dff93ab975fcc212e638f4d06bf6a947285c44823/userdata/pidfile -l /var/log/pods/5fd5ea6a-6fa3-11e9-966c-7ca23e90ca35/dockergc/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      10063  0.0  0.0 2509080 60348 ?       Ssl  May06   6:41  \_ /usr/bin/oc ex dockergc --image-gc-low-threshold=60 --image-gc-high-threshold=80 --minimum-ttl-duration=1h0m0s
root      12860  0.0  0.0  85896   828 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c e5eb6e55aaf4abf7a490c6b2e33cf24ce9e1451393653e1055fb59da7e8d09d6 -u e5eb6e55aaf4abf7a490c6b2e33cf24ce9e1451393653e1055fb59da7e8d09d6 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/e5eb6e55aaf4abf7a490c6b2e33cf24ce9e1451393653e1055fb59da7e8d09d6/userdata -p /var/run/containers/storage/overlay-containers/e5eb6e55aaf4abf7a490c6b2e33cf24ce9e1451393653e1055fb59da7e8d09d6/userdata/pidfile -l /var/log/pods/d1f53872-6fa3-11e9-966c-7ca23e90ca35/e5eb6e55aaf4abf7a490c6b2e33cf24ce9e1451393653e1055fb59da7e8d09d6.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      12874  0.0  0.0   2740   992 ?        Ssl  May06   0:01  \_ /usr/bin/pod
root      12930  0.0  0.0  85896   884 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c b72e0ce076b8c0e5aa4dee7b92ae2368754964c8ab94076b0079cf38c64864a7 -u b72e0ce076b8c0e5aa4dee7b92ae2368754964c8ab94076b0079cf38c64864a7 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/b72e0ce076b8c0e5aa4dee7b92ae2368754964c8ab94076b0079cf38c64864a7/userdata -p /var/run/containers/storage/overlay-containers/b72e0ce076b8c0e5aa4dee7b92ae2368754964c8ab94076b0079cf38c64864a7/userdata/pidfile -l /var/log/pods/d1f53872-6fa3-11e9-966c-7ca23e90ca35/node-exporter/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
nobody    12942  0.4  0.0 2569840 38612 ?       Ssl  May06 122:48  \_ /bin/node_exporter --web.listen-address=127.0.0.1:9101 --path.procfs=/host/proc --path.sysfs=/host/sys --collector.filesystem.ignored-mount-points=^/(dev|proc|sys|var/lib/docker/.+)($|/) --collector.filesystem.ignored-fs-types=^(autofs|binfmt_misc|cgroup|configfs|debugfs|devpts|devtmpfs|fusectl|hugetlbfs|mqueue|overlay|proc|procfs|pstore|rpc_pipefs|securityfs|sysfs|tracefs)$ --no-collector.wifi
root      13046  0.0  0.0  85896   888 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c b8de53d164cc07d785030b31122c1bb151f169cbd9f06eb28a36f23a34692af5 -u b8de53d164cc07d785030b31122c1bb151f169cbd9f06eb28a36f23a34692af5 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/b8de53d164cc07d785030b31122c1bb151f169cbd9f06eb28a36f23a34692af5/userdata -p /var/run/containers/storage/overlay-containers/b8de53d164cc07d785030b31122c1bb151f169cbd9f06eb28a36f23a34692af5/userdata/pidfile -l /var/log/pods/d1f53872-6fa3-11e9-966c-7ca23e90ca35/kube-rbac-proxy/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
nobody    13059  0.0  0.0  41764 17196 ?        Ssl  May06   4:05  \_ /usr/bin/kube-rbac-proxy --secure-listen-address=:9100 --upstream=http://127.0.0.1:9101/ --tls-cert-file=/etc/tls/private/tls.crt --tls-private-key-file=/etc/tls/private/tls.key --tls-cipher-suites=TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_RSA_WITH_AES_128_CBC_SHA256,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256
root      17431  0.0  0.0  85896   832 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 8b8269d4f581a8a8b7f5bf34014fa86040dfcea31faa11768bdc6fa7514d6810 -u 8b8269d4f581a8a8b7f5bf34014fa86040dfcea31faa11768bdc6fa7514d6810 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/8b8269d4f581a8a8b7f5bf34014fa86040dfcea31faa11768bdc6fa7514d6810/userdata -p /var/run/containers/storage/overlay-containers/8b8269d4f581a8a8b7f5bf34014fa86040dfcea31faa11768bdc6fa7514d6810/userdata/pidfile -l /var/log/pods/90635e8b-6fa4-11e9-966c-7ca23e90ca35/8b8269d4f581a8a8b7f5bf34014fa86040dfcea31faa11768bdc6fa7514d6810.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      17446  0.0  0.0   2740   992 ?        Ssl  May06   0:01  \_ /usr/bin/pod
root      17607  0.0  0.0  85896   880 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c b55b00e9034a494a28586a80ff46a78684f0155e55ad9448761a1fadb2bb4884 -u b55b00e9034a494a28586a80ff46a78684f0155e55ad9448761a1fadb2bb4884 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/b55b00e9034a494a28586a80ff46a78684f0155e55ad9448761a1fadb2bb4884/userdata -p /var/run/containers/storage/overlay-containers/b55b00e9034a494a28586a80ff46a78684f0155e55ad9448761a1fadb2bb4884/userdata/pidfile -l /var/log/pods/90635e8b-6fa4-11e9-966c-7ca23e90ca35/fluentd-elasticsearch/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      17619  0.1  0.2 1199992 600968 ?      Ssl  May06  33:50  \_ /usr/bin/ruby /usr/bin/fluentd --no-supervisor
root      86009  0.0  0.0  85896   828 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 51f55ba22b51d4a84425ce46c71c533ef8bc73a8295dd4b8f675b688c0007e9e -u 51f55ba22b51d4a84425ce46c71c533ef8bc73a8295dd4b8f675b688c0007e9e -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/51f55ba22b51d4a84425ce46c71c533ef8bc73a8295dd4b8f675b688c0007e9e/userdata -p /var/run/containers/storage/overlay-containers/51f55ba22b51d4a84425ce46c71c533ef8bc73a8295dd4b8f675b688c0007e9e/userdata/pidfile -l /var/log/pods/1c874570-6fcd-11e9-966c-7ca23e90ca35/51f55ba22b51d4a84425ce46c71c533ef8bc73a8295dd4b8f675b688c0007e9e.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      86035  0.0  0.0   2740   996 ?        Ssl  May06   0:01  \_ /usr/bin/pod
root      86020  0.0  0.0  85896   832 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c e55adcfa6b66cb75bbc32d4b550a294915b84902eb7a601ca7156d1c0c61374c -u e55adcfa6b66cb75bbc32d4b550a294915b84902eb7a601ca7156d1c0c61374c -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/e55adcfa6b66cb75bbc32d4b550a294915b84902eb7a601ca7156d1c0c61374c/userdata -p /var/run/containers/storage/overlay-containers/e55adcfa6b66cb75bbc32d4b550a294915b84902eb7a601ca7156d1c0c61374c/userdata/pidfile -l /var/log/pods/1c96f5d5-6fcd-11e9-966c-7ca23e90ca35/e55adcfa6b66cb75bbc32d4b550a294915b84902eb7a601ca7156d1c0c61374c.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      86042  0.0  0.0   2740   988 ?        Ssl  May06   0:01  \_ /usr/bin/pod
root      86108  0.0  0.0  85896   828 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 15e1ccf237d9e9d279b3dcb6e358e119161d0ffd3536fdc2f1c05c87607e727c -u 15e1ccf237d9e9d279b3dcb6e358e119161d0ffd3536fdc2f1c05c87607e727c -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/15e1ccf237d9e9d279b3dcb6e358e119161d0ffd3536fdc2f1c05c87607e727c/userdata -p /var/run/containers/storage/overlay-containers/15e1ccf237d9e9d279b3dcb6e358e119161d0ffd3536fdc2f1c05c87607e727c/userdata/pidfile -l /var/log/pods/1d24d18b-6fcd-11e9-966c-7ca23e90ca35/15e1ccf237d9e9d279b3dcb6e358e119161d0ffd3536fdc2f1c05c87607e727c.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      86141  0.0  0.0   2740   996 ?        Ssl  May06   0:01  \_ /usr/bin/pod
root      86442  0.0  0.0  85896   828 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c e17cb594639dae5b99cde74bbbf6dd323c02bb574c7c81c08b7aeeb82875fd00 -u e17cb594639dae5b99cde74bbbf6dd323c02bb574c7c81c08b7aeeb82875fd00 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/e17cb594639dae5b99cde74bbbf6dd323c02bb574c7c81c08b7aeeb82875fd00/userdata -p /var/run/containers/storage/overlay-containers/e17cb594639dae5b99cde74bbbf6dd323c02bb574c7c81c08b7aeeb82875fd00/userdata/pidfile -l /var/log/pods/1c874570-6fcd-11e9-966c-7ca23e90ca35/kube-ovs-cni-plugin-amd64/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      86455  0.0  0.0  11680  1380 ?        Ss   May06   0:00  \_ sh -c cp /usr/src/ovs-cni/bin/ovs /host/opt/cni/bin/ovs && sleep infinity
root      86491  0.0  0.0   4360   360 ?        S    May06   0:00      \_ sleep infinity
root      86515  0.0  0.0  85896   876 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 35cb2f13ac2bac636271893d7005ea0e0118575b86bd8f72e1a031051d4d501b -u 35cb2f13ac2bac636271893d7005ea0e0118575b86bd8f72e1a031051d4d501b -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/35cb2f13ac2bac636271893d7005ea0e0118575b86bd8f72e1a031051d4d501b/userdata -p /var/run/containers/storage/overlay-containers/35cb2f13ac2bac636271893d7005ea0e0118575b86bd8f72e1a031051d4d501b/userdata/pidfile -l /var/log/pods/1c96f5d5-6fcd-11e9-966c-7ca23e90ca35/kube-multus/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      86529  0.0  0.0  11684  1524 ?        Ss   May06   0:00  \_ /bin/bash /entrypoint.sh --multus-conf-file=/usr/src/multus-cni/images/00-multus.conf
root      86586  0.0  0.0   4360   360 ?        S    May06   0:00      \_ sleep infinity
root      86843  0.0  0.0  85896   832 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 8edc2d137219588de57be8b1ddea7c1f7d3b3844251bd6407fdb1caff50968d1 -u 8edc2d137219588de57be8b1ddea7c1f7d3b3844251bd6407fdb1caff50968d1 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/8edc2d137219588de57be8b1ddea7c1f7d3b3844251bd6407fdb1caff50968d1/userdata -p /var/run/containers/storage/overlay-containers/8edc2d137219588de57be8b1ddea7c1f7d3b3844251bd6407fdb1caff50968d1/userdata/pidfile -l /var/log/pods/32241dce-6fcd-11e9-966c-7ca23e90ca35/8edc2d137219588de57be8b1ddea7c1f7d3b3844251bd6407fdb1caff50968d1.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      86880  0.0  0.0   2740   992 ?        Ssl  May06   0:00  \_ /usr/bin/pod
root      86852  0.0  0.0  85896   828 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 6bf176fd2d78c5ffb62984872f9511e7dcca7b70142c07e12e39dea5b6cbb1a5 -u 6bf176fd2d78c5ffb62984872f9511e7dcca7b70142c07e12e39dea5b6cbb1a5 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/6bf176fd2d78c5ffb62984872f9511e7dcca7b70142c07e12e39dea5b6cbb1a5/userdata -p /var/run/containers/storage/overlay-containers/6bf176fd2d78c5ffb62984872f9511e7dcca7b70142c07e12e39dea5b6cbb1a5/userdata/pidfile -l /var/log/pods/322289ad-6fcd-11e9-966c-7ca23e90ca35/6bf176fd2d78c5ffb62984872f9511e7dcca7b70142c07e12e39dea5b6cbb1a5.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      86891  0.0  0.0   2740   996 ?        Ssl  May06   0:01  \_ /usr/bin/pod
root      86861  0.0  0.0  85896   824 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c f4fbb25b2a9a67d42af4436262e9606e239b1a0679a0649c8cd667462955c977 -u f4fbb25b2a9a67d42af4436262e9606e239b1a0679a0649c8cd667462955c977 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/f4fbb25b2a9a67d42af4436262e9606e239b1a0679a0649c8cd667462955c977/userdata -p /var/run/containers/storage/overlay-containers/f4fbb25b2a9a67d42af4436262e9606e239b1a0679a0649c8cd667462955c977/userdata/pidfile -l /var/log/pods/3224def4-6fcd-11e9-966c-7ca23e90ca35/f4fbb25b2a9a67d42af4436262e9606e239b1a0679a0649c8cd667462955c977.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      86902  0.0  0.0   2740   996 ?        Ssl  May06   0:01  \_ /usr/bin/pod
root      87360  0.0  0.0  85896   884 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c c06c0d543e797d1bb3b3ea30d824367dae8ec01939cab629b02ee54db0e8954f -u c06c0d543e797d1bb3b3ea30d824367dae8ec01939cab629b02ee54db0e8954f -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/c06c0d543e797d1bb3b3ea30d824367dae8ec01939cab629b02ee54db0e8954f/userdata -p /var/run/containers/storage/overlay-containers/c06c0d543e797d1bb3b3ea30d824367dae8ec01939cab629b02ee54db0e8954f/userdata/pidfile -l /var/log/pods/3224def4-6fcd-11e9-966c-7ca23e90ca35/virt-handler/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      87372  0.3  0.0 2979016 53804 ?       Ssl  May06  83:32  \_ virt-handler --port 8443 --hostname-override kni-node4.redhat.ren --pod-ip-address 10.244.8.11 -v 2
root      87702  0.0  0.0  85896   948 ?        Ssl  May06   0:22 /usr/libexec/crio/conmon -s -c 6ffcd6908c6888407612bb3089407e245872f0301fbf45c087a2afb017f278e0 -u 6ffcd6908c6888407612bb3089407e245872f0301fbf45c087a2afb017f278e0 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/6ffcd6908c6888407612bb3089407e245872f0301fbf45c087a2afb017f278e0/userdata -p /var/run/containers/storage/overlay-containers/6ffcd6908c6888407612bb3089407e245872f0301fbf45c087a2afb017f278e0/userdata/pidfile -l /var/log/pods/322289ad-6fcd-11e9-966c-7ca23e90ca35/virt-api/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
1000320+  87714  0.3  0.0 2823520 89908 ?       Ssl  May06  85:30  \_ virt-api --port 8443 --subresources-only -v 2
root      88332  0.0  0.0  85896   832 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c fe4d2b63bf52000db52efd7caf987ab00a7c3fbb5199160445bbcc86003c42d4 -u fe4d2b63bf52000db52efd7caf987ab00a7c3fbb5199160445bbcc86003c42d4 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/fe4d2b63bf52000db52efd7caf987ab00a7c3fbb5199160445bbcc86003c42d4/userdata -p /var/run/containers/storage/overlay-containers/fe4d2b63bf52000db52efd7caf987ab00a7c3fbb5199160445bbcc86003c42d4/userdata/pidfile -l /var/log/pods/5119dbba-6fcd-11e9-966c-7ca23e90ca35/fe4d2b63bf52000db52efd7caf987ab00a7c3fbb5199160445bbcc86003c42d4.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      88346  0.0  0.0   2740   992 ?        Ssl  May06   0:01  \_ /usr/bin/pod
root      88800  0.0  0.0  85896   884 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 2b01236ae5da24bc1192b6647bdbcf52c54c96bdd72b39617cac22a389d6786e -u 2b01236ae5da24bc1192b6647bdbcf52c54c96bdd72b39617cac22a389d6786e -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/2b01236ae5da24bc1192b6647bdbcf52c54c96bdd72b39617cac22a389d6786e/userdata -p /var/run/containers/storage/overlay-containers/2b01236ae5da24bc1192b6647bdbcf52c54c96bdd72b39617cac22a389d6786e/userdata/pidfile -l /var/log/pods/5119dbba-6fcd-11e9-966c-7ca23e90ca35/kubevirt-web-ui-operator/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      88812  0.3  0.0 3048544 37112 ?       Ssl  May06  80:54  \_ kubevirt-web-ui-operator
root      90474  0.0  0.0  85896   832 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 5cf3cf8b8b82996cead94e981161f0954177c62b77d1c36e4bc04d3728c5fbd9 -u 5cf3cf8b8b82996cead94e981161f0954177c62b77d1c36e4bc04d3728c5fbd9 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/5cf3cf8b8b82996cead94e981161f0954177c62b77d1c36e4bc04d3728c5fbd9/userdata -p /var/run/containers/storage/overlay-containers/5cf3cf8b8b82996cead94e981161f0954177c62b77d1c36e4bc04d3728c5fbd9/userdata/pidfile -l /var/log/pods/815e29ae-6fcd-11e9-966c-7ca23e90ca35/5cf3cf8b8b82996cead94e981161f0954177c62b77d1c36e4bc04d3728c5fbd9.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      90489  0.0  0.0   2740   992 ?        Ssl  May06   0:00  \_ /usr/bin/pod
root      90745  0.0  0.0  85896   952 ?        Ssl  May06   2:16 /usr/libexec/crio/conmon -s -c d927850f266ce39995f9e47b5347bba0781ed48ad1fce9667909c43689a1a208 -u d927850f266ce39995f9e47b5347bba0781ed48ad1fce9667909c43689a1a208 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/d927850f266ce39995f9e47b5347bba0781ed48ad1fce9667909c43689a1a208/userdata -p /var/run/containers/storage/overlay-containers/d927850f266ce39995f9e47b5347bba0781ed48ad1fce9667909c43689a1a208/userdata/pidfile -l /var/log/pods/815e29ae-6fcd-11e9-966c-7ca23e90ca35/cdi-apiserver/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
1000370+  90757  0.0  0.0 2755112 34108 ?       Ssl  May06  20:25  \_ /usr/bin/virt-cdi-apiserver -alsologtostderr -v=1
root      91104  0.0  0.0  85896   828 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 50c345a2173e80d6091d9e562b0559cec5835f6a6f9bec9e938edfe475de0cb2 -u 50c345a2173e80d6091d9e562b0559cec5835f6a6f9bec9e938edfe475de0cb2 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/50c345a2173e80d6091d9e562b0559cec5835f6a6f9bec9e938edfe475de0cb2/userdata -p /var/run/containers/storage/overlay-containers/50c345a2173e80d6091d9e562b0559cec5835f6a6f9bec9e938edfe475de0cb2/userdata/pidfile -l /var/log/pods/91dd1793-6fcd-11e9-966c-7ca23e90ca35/50c345a2173e80d6091d9e562b0559cec5835f6a6f9bec9e938edfe475de0cb2.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      91118  0.0  0.0   2740   996 ?        Ssl  May06   0:01  \_ /usr/bin/pod
root      92027  0.0  0.0  85896   832 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 8c8cc2d3523f37b1d5f733741e044aed7c1736557ff44a1c0f808737b1653184 -u 8c8cc2d3523f37b1d5f733741e044aed7c1736557ff44a1c0f808737b1653184 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/8c8cc2d3523f37b1d5f733741e044aed7c1736557ff44a1c0f808737b1653184/userdata -p /var/run/containers/storage/overlay-containers/8c8cc2d3523f37b1d5f733741e044aed7c1736557ff44a1c0f808737b1653184/userdata/pidfile -l /var/log/pods/91dd1793-6fcd-11e9-966c-7ca23e90ca35/kubevirt-cpu-node-labeller-sleeper/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      92039  0.0  0.0   4360   360 ?        Ss   May06   0:00  \_ sleep infinity
root      64778  0.0  0.0 148768   732 ?        Ss   May13   0:00 /usr/sbin/glusterfs --log-level=ERROR --log-file=/var/lib/origin/openshift.local.volumes/plugins/kubernetes.io/glusterfs/pvc-3c98362c-746d-11e9-83a9-7ca23e90ca35/virt-launcher-win7-2hhh5-glusterfs.log --fuse-mountopts=auto_unmount --volfile-server=192.168.39.32 --volfile-server=192.168.39.32 --volfile-server=192.168.39.33 --volfile-server=192.168.39.34 --volfile-id=vol_8267a29e4e95d1f58080541b8160b6ba --fuse-mountopts=auto_unmount /var/lib/origin/openshift.local.volumes/pods/2c616815-7557-11e9-83a9-7ca23e90ca35/volumes/kubernetes.io~glusterfs/pvc-3c98362c-746d-11e9-83a9-7ca23e90ca35
root      64779  0.0  0.0 614184 25068 ?        Ssl  May13   5:38 /usr/sbin/glusterfs --log-level=ERROR --log-file=/var/lib/origin/openshift.local.volumes/plugins/kubernetes.io/glusterfs/pvc-3c98362c-746d-11e9-83a9-7ca23e90ca35/virt-launcher-win7-2hhh5-glusterfs.log --fuse-mountopts=auto_unmount --volfile-server=192.168.39.32 --volfile-server=192.168.39.32 --volfile-server=192.168.39.33 --volfile-server=192.168.39.34 --volfile-id=vol_8267a29e4e95d1f58080541b8160b6ba --fuse-mountopts=auto_unmount /var/lib/origin/openshift.local.volumes/pods/2c616815-7557-11e9-83a9-7ca23e90ca35/volumes/kubernetes.io~glusterfs/pvc-3c98362c-746d-11e9-83a9-7ca23e90ca35
root      64795  0.0  0.0  85896   832 ?        Ssl  May13   0:00 /usr/libexec/crio/conmon -s -c a98c7fa4f8acf380112aa9545aebcbdd1ce429698c293e05ff8ccf5abb1249eb -u a98c7fa4f8acf380112aa9545aebcbdd1ce429698c293e05ff8ccf5abb1249eb -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/a98c7fa4f8acf380112aa9545aebcbdd1ce429698c293e05ff8ccf5abb1249eb/userdata -p /var/run/containers/storage/overlay-containers/a98c7fa4f8acf380112aa9545aebcbdd1ce429698c293e05ff8ccf5abb1249eb/userdata/pidfile -l /var/log/pods/2c616815-7557-11e9-83a9-7ca23e90ca35/a98c7fa4f8acf380112aa9545aebcbdd1ce429698c293e05ff8ccf5abb1249eb.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      64808  0.0  0.0   2740   992 ?        Ssl  May13   0:00  \_ /usr/bin/pod
root      65692  0.0  0.0  85896   884 ?        Ssl  May13   0:00 /usr/libexec/crio/conmon -s -c 4038d5f421e10e6acd4c6f8d96ea2556779bb6a837a2a0fecdfe5e60f3c51d69 -u 4038d5f421e10e6acd4c6f8d96ea2556779bb6a837a2a0fecdfe5e60f3c51d69 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/4038d5f421e10e6acd4c6f8d96ea2556779bb6a837a2a0fecdfe5e60f3c51d69/userdata -p /var/run/containers/storage/overlay-containers/4038d5f421e10e6acd4c6f8d96ea2556779bb6a837a2a0fecdfe5e60f3c51d69/userdata/pidfile -l /var/log/pods/2c616815-7557-11e9-83a9-7ca23e90ca35/volumeinstallcd/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      65708  0.0  0.0  13940  1696 ?        Ss   May13   1:12  \_ /bin/bash /entry-point.sh
root      21019  0.0  0.0  22952   936 ?        S    16:32   0:00      \_ /usr/bin/coreutils --coreutils-prog-shebang=sleep /usr/bin/sleep 5
root      65783  0.0  0.0  85896   876 ?        Ssl  May13   0:00 /usr/libexec/crio/conmon -s -c bfcdf55247c7a9415777fe9bcf9238e554ea975e5b016815e4275fb5397e1ba7 -u bfcdf55247c7a9415777fe9bcf9238e554ea975e5b016815e4275fb5397e1ba7 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/bfcdf55247c7a9415777fe9bcf9238e554ea975e5b016815e4275fb5397e1ba7/userdata -p /var/run/containers/storage/overlay-containers/bfcdf55247c7a9415777fe9bcf9238e554ea975e5b016815e4275fb5397e1ba7/userdata/pidfile -l /var/log/pods/2c616815-7557-11e9-83a9-7ca23e90ca35/volumevirtiocontainerdisk/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      65806  0.0  0.0  14888  4712 ?        Ss   May13   2:40  \_ /bin/bash /entry-point.sh
root      21125  0.0  0.0   4364   364 ?        S    16:32   0:00      \_ sleep 5
root      65877  0.0  0.0  85896   880 ?        Ssl  May13   0:03 /usr/libexec/crio/conmon -s -c f95c2be21b43dc17c7d243a51a35009452f5dbd81260329a8d63da8674b0264d -u f95c2be21b43dc17c7d243a51a35009452f5dbd81260329a8d63da8674b0264d -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/f95c2be21b43dc17c7d243a51a35009452f5dbd81260329a8d63da8674b0264d/userdata -p /var/run/containers/storage/overlay-containers/f95c2be21b43dc17c7d243a51a35009452f5dbd81260329a8d63da8674b0264d/userdata/pidfile -l /var/log/pods/2c616815-7557-11e9-83a9-7ca23e90ca35/compute/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root      65889  0.0  0.0 2797040 45360 ?       Ssl  May13   1:44  \_ /usr/bin/virt-launcher --qemu-timeout 5m --name win7 --uid 2c5f2902-7557-11e9-83a9-7ca23e90ca35 --namespace default --kubevirt-share-dir /var/run/kubevirt --ephemeral-disk-dir /var/run/kubevirt-ephemeral-disks --readiness-file /var/run/kubevirt-infra/healthy --grace-period-seconds 15 --hook-sidecars 0 --less-pvc-space-toleration 10
root      65963  0.0  0.0 5365856 58376 ?       Sl   May13   9:40      \_ /usr/bin/virt-launcher --qemu-timeout 5m --name win7 --uid 2c5f2902-7557-11e9-83a9-7ca23e90ca35 --namespace default --kubevirt-share-dir /var/run/kubevirt --ephemeral-disk-dir /var/run/kubevirt-ephemeral-disks --readiness-file /var/run/kubevirt-infra/healthy --grace-period-seconds 15 --hook-sidecars 0 --less-pvc-space-toleration 10 --no-fork true
root      65991  0.0  0.0 122396  4252 ?        S    May13   0:00      |   \_ /usr/sbin/virtlogd -f /etc/libvirt/virtlogd.conf
root      65992  0.0  0.0 1426692 16316 ?       Sl   May13   0:45      |   \_ /usr/sbin/libvirtd
